_id,INDEX_,ARREST_YEAR,DIVISION,HOOD_158,NEIGHBOURHOOD_158,SEX,AGE_COHORT,AGE_GROUP,CATEGORY,SUBTYPE,ARREST_COUNT
19650,19953,2015,D22,159,Etobicoke City Centre (159),Female,25 to 34,Adult,Crimes Against the Person,Assaults,5
19651,19858,2015,D22,158,Islington (158),Female,25 to 34,Adult,Crimes Against the Person,Sexual Violations,1
19652,19610,2015,D22,016,Stonegate-Queensway (16),Male,55 to 64,Adult,Crimes Against the Person,Other,2
19653,19754,2015,D22,019,Long Branch (19),Male,35 to 44,Adult,Crimes Against the Person,Assaults,6
19654,19806,2015,D22,020,Alderwood (20),Male,<18,Youth,Crimes Against Property,Other,1
19655,19920,2015,D22,158,Islington (158),Male,55 to 64,Adult,Crimes Against Property,Fraud,1
19656,19705,2015,D22,019,Long Branch (19),Female,25 to 34,Adult,Other Criminal Code Violations,Other,3
19657,19954,2015,D22,159,Etobicoke City Centre (159),Female,35 to 44,Adult,Other Criminal Code Violations,Other,3
19658,19955,2015,D22,159,Etobicoke City Centre (159),Female,35 to 44,Adult,Crimes Against the Person,Assaults,2
19659,19956,2015,D22,159,Etobicoke City Centre (159),Female,35 to 44,Adult,Crimes Against the Person,Other,4
19660,19957,2015,D22,159,Etobicoke City Centre (159),Female,35 to 44,Adult,Crimes Against Property,Fraud,2
19661,19958,2015,D22,159,Etobicoke City Centre (159),Female,35 to 44,Adult,Crimes Against Property,Other,2
19662,19959,2015,D22,159,Etobicoke City Centre (159),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,7
19663,19960,2015,D22,159,Etobicoke City Centre (159),Female,35 to 44,Adult,Total Arrests,Total Arrests,15
19664,19961,2015,D22,159,Etobicoke City Centre (159),Female,45 to 54,Adult,Other Criminal Code Violations,Other,2
19665,19962,2015,D22,159,Etobicoke City Centre (159),Female,45 to 54,Adult,Crimes Against Property,Fraud,2
19666,19963,2015,D22,159,Etobicoke City Centre (159),Female,45 to 54,Adult,Crimes Against Property,Theft Under $5000,4
19667,19964,2015,D22,159,Etobicoke City Centre (159),Female,45 to 54,Adult,Total Arrests,Total Arrests,9
19668,19965,2015,D22,159,Etobicoke City Centre (159),Female,45 to 54,Adult,Crimes Against the Person,Assaults,1
19669,19966,2015,D22,159,Etobicoke City Centre (159),Female,45 to 54,Adult,Crimes Against Property,Other,2
19670,19967,2015,D22,159,Etobicoke City Centre (159),Female,55 to 64,Adult,Total Arrests,Total Arrests,3
19671,19968,2015,D22,159,Etobicoke City Centre (159),Female,55 to 64,Adult,Crimes Against Property,Other,2
19672,19969,2015,D22,159,Etobicoke City Centre (159),Female,55 to 64,Adult,Crimes Against Property,Theft Under $5000,3
19673,19970,2015,D22,159,Etobicoke City Centre (159),Female,65+,Adult,Crimes Against Property,Theft Under $5000,1
19674,19971,2015,D22,159,Etobicoke City Centre (159),Female,65+,Adult,Total Arrests,Total Arrests,3
19675,19972,2015,D22,159,Etobicoke City Centre (159),Female,65+,Adult,Crimes Against the Person,Assaults,1
19676,19973,2015,D22,159,Etobicoke City Centre (159),Female,65+,Adult,Crimes Against the Person,Other,2
19677,19974,2015,D22,159,Etobicoke City Centre (159),Male,<18,Youth,Crimes Against Property,Other,4
19678,19975,2015,D22,159,Etobicoke City Centre (159),Male,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3
19679,19976,2015,D22,159,Etobicoke City Centre (159),Male,<18,Youth,Other Criminal Code Violations,Other,7
19680,19977,2015,D22,159,Etobicoke City Centre (159),Male,<18,Youth,Total Arrests,Total Arrests,24
19681,19978,2015,D22,159,Etobicoke City Centre (159),Male,<18,Youth,Crimes Against the Person,Robbery,9
19682,19979,2015,D22,159,Etobicoke City Centre (159),Male,<18,Youth,Crimes Against the Person,Assaults,2
19683,19980,2015,D22,159,Etobicoke City Centre (159),Male,<18,Youth,Crimes Against Property,Fraud,3
19684,19981,2015,D22,159,Etobicoke City Centre (159),Male,<18,Youth,Crimes Against Property,Theft Under $5000,8
19685,19982,2015,D22,159,Etobicoke City Centre (159),Male,<18,Youth,Crimes Against the Person,Other,1
19686,19983,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,16
19687,19984,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Crimes Against Property,Other,9
19688,19985,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4
19689,19986,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,2
19690,19987,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Crimes Against the Person,Other,11
19691,19988,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,6
19692,19989,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Crimes Against the Person,Assaults,12
19693,19990,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Total Arrests,Total Arrests,57
19694,19991,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Other Criminal Code Violations,Other,25
19695,19992,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Crimes Against the Person,Robbery,3
19696,19993,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,3
19697,19994,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,1
19698,19995,2015,D22,159,Etobicoke City Centre (159),Male,18 to 24,Adult,Crimes Against Property,Fraud,8
19699,19996,2015,D22,159,Etobicoke City Centre (159),Male,25 to 34,Adult,Crimes Against the Person,Assaults,24
19700,19997,2015,D22,159,Etobicoke City Centre (159),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,2
19701,19998,2015,D22,159,Etobicoke City Centre (159),Male,25 to 34,Adult,Crimes Against Property,Other,16
19702,19999,2015,D22,159,Etobicoke City Centre (159),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,21
19703,20000,2015,D22,159,Etobicoke City Centre (159),Male,25 to 34,Adult,Other Criminal Code Violations,Other,30
19704,19651,2015,D22,018,New Toronto (18),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,2
19705,19859,2015,D22,158,Islington (158),Female,25 to 34,Adult,Total Arrests,Total Arrests,4
19706,19611,2015,D22,016,Stonegate-Queensway (16),Male,65+,Adult,Other Criminal Code Violations,Firearm-Related,1
19707,19652,2015,D22,018,New Toronto (18),Male,18 to 24,Adult,Total Arrests,Total Arrests,26
19708,19860,2015,D22,158,Islington (158),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,4
19709,19706,2015,D22,019,Long Branch (19),Female,25 to 34,Adult,Crimes Against the Person,Assaults,2
19710,19612,2015,D22,016,Stonegate-Queensway (16),Male,65+,Adult,Total Arrests,Total Arrests,2
19711,19653,2015,D22,018,New Toronto (18),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,2
19712,19921,2015,D22,158,Islington (158),Male,55 to 64,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
19713,19861,2015,D22,158,Islington (158),Female,35 to 44,Adult,Total Arrests,Total Arrests,8
19714,19755,2015,D22,019,Long Branch (19),Male,35 to 44,Adult,Total Arrests,Total Arrests,13
19715,19807,2015,D22,020,Alderwood (20),Male,<18,Youth,Total Arrests,Total Arrests,4
19716,19613,2015,D22,016,Stonegate-Queensway (16),Male,65+,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19717,19654,2015,D22,018,New Toronto (18),Male,18 to 24,Adult,Crimes Against Property,Fraud,1
19718,19707,2015,D22,019,Long Branch (19),Female,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19719,19922,2015,D22,158,Islington (158),Male,65+,Adult,Crimes Against Property,Other,1
19720,19756,2015,D22,019,Long Branch (19),Male,35 to 44,Adult,Crimes Against the Person,Other,2
19721,19862,2015,D22,158,Islington (158),Female,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,3
19722,19808,2015,D22,020,Alderwood (20),Male,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19723,19614,2015,D22,016,Stonegate-Queensway (16),Male,65+,Adult,Crimes Against the Person,Assaults,1
19724,19655,2015,D22,018,New Toronto (18),Male,18 to 24,Adult,Other Criminal Code Violations,Other,14
19725,19708,2015,D22,019,Long Branch (19),Female,25 to 34,Adult,Total Arrests,Total Arrests,6
19726,19923,2015,D22,158,Islington (158),Male,65+,Adult,Crimes Against the Person,Sexual Violations,1
19727,19757,2015,D22,019,Long Branch (19),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,2
19728,19863,2015,D22,158,Islington (158),Female,35 to 44,Adult,Controlled Drugs and Substances Act,Other,3
19729,19809,2015,D22,020,Alderwood (20),Male,<18,Youth,Crimes Against the Person,Assaults,4
19730,19615,2015,D22,018,New Toronto (18),Female,<18,Youth,Other Criminal Code Violations,Other,3
19731,19656,2015,D22,018,New Toronto (18),Male,18 to 24,Adult,Criminal Code Traffic,Dangerous Driving,1
19732,19709,2015,D22,019,Long Branch (19),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,1
19733,19924,2015,D22,158,Islington (158),Male,65+,Adult,Total Arrests,Total Arrests,2
19734,19810,2015,D22,020,Alderwood (20),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,6
19735,19758,2015,D22,019,Long Branch (19),Male,35 to 44,Adult,Crimes Against Property,Other,5
19736,19864,2015,D22,158,Islington (158),Female,35 to 44,Adult,Crimes Against Property,Other,3
19737,19811,2015,D22,020,Alderwood (20),Male,18 to 24,Adult,Crimes Against Property,Other,2
19738,19616,2015,D22,018,New Toronto (18),Female,<18,Youth,Crimes Against the Person,Other,2
19739,19657,2015,D22,018,New Toronto (18),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7
19740,19710,2015,D22,019,Long Branch (19),Female,25 to 34,Adult,Crimes Against Property,Other,1
19741,19925,2015,D22,158,Islington (158),Male,65+,Adult,Other Criminal Code Violations,Other,1
19742,19865,2015,D22,158,Islington (158),Female,45 to 54,Adult,Crimes Against the Person,Assaults,1
19743,19812,2015,D22,020,Alderwood (20),Male,18 to 24,Adult,Crimes Against the Person,Assaults,4
19744,19617,2015,D22,018,New Toronto (18),Female,<18,Youth,Crimes Against Property,Other,1
19745,19711,2015,D22,019,Long Branch (19),Female,25 to 34,Adult,Crimes Against the Person,Other,2
19746,19658,2015,D22,018,New Toronto (18),Male,18 to 24,Adult,Crimes Against Property,Other,4
19747,19926,2015,D22,158,Islington (158),Unknown,<18,Youth,Crimes Against the Person,Other,2
19748,19866,2015,D22,158,Islington (158),Female,45 to 54,Adult,Total Arrests,Total Arrests,2
19749,19813,2015,D22,020,Alderwood (20),Male,18 to 24,Adult,Total Arrests,Total Arrests,11
19750,19618,2015,D22,018,New Toronto (18),Female,<18,Youth,Crimes Against Property,Theft Under $5000,3
19751,19759,2015,D22,019,Long Branch (19),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
19752,19712,2015,D22,019,Long Branch (19),Female,35 to 44,Adult,Total Arrests,Total Arrests,2
19753,19659,2015,D22,018,New Toronto (18),Male,18 to 24,Adult,Crimes Against the Person,Firearm-Related,2
19754,19927,2015,D22,158,Islington (158),Unknown,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19755,19867,2015,D22,158,Islington (158),Female,45 to 54,Adult,Controlled Drugs and Substances Act,Other,1
19756,19814,2015,D22,020,Alderwood (20),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,2
19757,19619,2015,D22,018,New Toronto (18),Female,<18,Youth,Total Arrests,Total Arrests,6
19758,19760,2015,D22,019,Long Branch (19),Male,35 to 44,Adult,Other Criminal Code Violations,Other,4
19759,19713,2015,D22,019,Long Branch (19),Female,35 to 44,Adult,Crimes Against Property,Fraud,1
19760,19660,2015,D22,018,New Toronto (18),Male,18 to 24,Adult,Crimes Against the Person,Assaults,8
19761,19928,2015,D22,158,Islington (158),Unknown,<18,Youth,Other Criminal Code Violations,Other,1
19762,19868,2015,D22,158,Islington (158),Female,55 to 64,Adult,Total Arrests,Total Arrests,1
19763,19815,2015,D22,020,Alderwood (20),Male,18 to 24,Adult,Other Criminal Code Violations,Other,3
19764,19620,2015,D22,018,New Toronto (18),Female,18 to 24,Adult,Total Arrests,Total Arrests,1
19765,19761,2015,D22,019,Long Branch (19),Male,45 to 54,Adult,Total Arrests,Total Arrests,11
19766,19714,2015,D22,019,Long Branch (19),Female,35 to 44,Adult,Crimes Against the Person,Assaults,1
19767,19661,2015,D22,018,New Toronto (18),Male,18 to 24,Adult,Crimes Against the Person,Other,8
19768,19929,2015,D22,158,Islington (158),Unknown,<18,Youth,Crimes Against the Person,Assaults,1
19769,19869,2015,D22,158,Islington (158),Female,55 to 64,Adult,Crimes Against Property,Theft Under $5000,1
19770,19816,2015,D22,020,Alderwood (20),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,1
19771,19621,2015,D22,018,New Toronto (18),Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
19772,19715,2015,D22,019,Long Branch (19),Female,45 to 54,Adult,Crimes Against Property,Other,1
19773,19662,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Other Criminal Code Violations,Firearm-Related,1
19774,19930,2015,D22,158,Islington (158),Unknown,<18,Youth,Total Arrests,Total Arrests,3
19775,19870,2015,D22,158,Islington (158),Male,<18,Youth,Total Arrests,Total Arrests,5
19776,19817,2015,D22,020,Alderwood (20),Male,25 to 34,Adult,Crimes Against the Person,Assaults,5
19777,19622,2015,D22,018,New Toronto (18),Female,18 to 24,Adult,Crimes Against the Person,Other,1
19778,19818,2015,D22,020,Alderwood (20),Male,25 to 34,Adult,Crimes Against Property,Other,3
19779,19623,2015,D22,018,New Toronto (18),Female,25 to 34,Adult,Total Arrests,Total Arrests,4
19780,19762,2015,D22,019,Long Branch (19),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,2
19781,19819,2015,D22,020,Alderwood (20),Male,25 to 34,Adult,Crimes Against the Person,Other,5
19782,19931,2015,D22,159,Etobicoke City Centre (159),Female,<18,Youth,Other Criminal Code Violations,Other,1
19783,19663,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,3
19784,19716,2015,D22,019,Long Branch (19),Female,45 to 54,Adult,Crimes Against the Person,Assaults,2
19785,19871,2015,D22,158,Islington (158),Male,<18,Youth,Crimes Against the Person,Assaults,2
19786,19624,2015,D22,018,New Toronto (18),Female,25 to 34,Adult,Other Criminal Code Violations,Firearm-Related,1
19787,19763,2015,D22,019,Long Branch (19),Male,45 to 54,Adult,Crimes Against the Person,Other,4
19788,19820,2015,D22,020,Alderwood (20),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,5
19789,19932,2015,D22,159,Etobicoke City Centre (159),Female,<18,Youth,Crimes Against Property,Other,2
19790,19664,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,3
19791,19717,2015,D22,019,Long Branch (19),Female,45 to 54,Adult,Total Arrests,Total Arrests,6
19792,19872,2015,D22,158,Islington (158),Male,<18,Youth,Crimes Against Property,Other,3
19793,19625,2015,D22,018,New Toronto (18),Female,25 to 34,Adult,Crimes Against the Person,Assaults,3
19794,19764,2015,D22,019,Long Branch (19),Male,45 to 54,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19795,19821,2015,D22,020,Alderwood (20),Male,25 to 34,Adult,Other Criminal Code Violations,Other,4
19796,19933,2015,D22,159,Etobicoke City Centre (159),Female,<18,Youth,Total Arrests,Total Arrests,10
19797,19665,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Other Criminal Code Violations,Other,7
19798,19718,2015,D22,019,Long Branch (19),Female,45 to 54,Adult,Other Criminal Code Violations,Other,3
19799,19873,2015,D22,158,Islington (158),Male,18 to 24,Adult,Crimes Against the Person,Robbery,1
19800,19626,2015,D22,018,New Toronto (18),Female,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19801,19765,2015,D22,019,Long Branch (19),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,2
19802,19822,2015,D22,020,Alderwood (20),Male,25 to 34,Adult,Crimes Against the Person,Firearm-Related,1
19803,19934,2015,D22,159,Etobicoke City Centre (159),Female,<18,Youth,Crimes Against the Person,Assaults,2
19804,19666,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Crimes Against the Person,Robbery,1
19805,19719,2015,D22,019,Long Branch (19),Female,45 to 54,Adult,Crimes Against the Person,Other,1
19806,19874,2015,D22,158,Islington (158),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19807,19627,2015,D22,018,New Toronto (18),Female,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,2
19808,19766,2015,D22,019,Long Branch (19),Male,45 to 54,Adult,Crimes Against Property,Other,5
19809,19823,2015,D22,020,Alderwood (20),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3
19810,19935,2015,D22,159,Etobicoke City Centre (159),Female,<18,Youth,Crimes Against Property,Theft Under $5000,8
19811,19936,2015,D22,159,Etobicoke City Centre (159),Female,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19812,19937,2015,D22,159,Etobicoke City Centre (159),Female,18 to 24,Adult,Crimes Against the Person,Assaults,4
19813,19938,2015,D22,159,Etobicoke City Centre (159),Female,18 to 24,Adult,Crimes Against Property,Fraud,2
19814,19939,2015,D22,159,Etobicoke City Centre (159),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,6
19815,19940,2015,D22,159,Etobicoke City Centre (159),Female,18 to 24,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,2
19816,19941,2015,D22,159,Etobicoke City Centre (159),Female,18 to 24,Adult,Crimes Against Property,Other,2
19817,19942,2015,D22,159,Etobicoke City Centre (159),Female,18 to 24,Adult,Total Arrests,Total Arrests,15
19818,19943,2015,D22,159,Etobicoke City Centre (159),Female,18 to 24,Adult,Crimes Against the Person,Other,2
19819,19944,2015,D22,159,Etobicoke City Centre (159),Female,18 to 24,Adult,Other Criminal Code Violations,Other,5
19820,19945,2015,D22,159,Etobicoke City Centre (159),Female,25 to 34,Adult,Crimes Against Property,Other,3
19821,19946,2015,D22,159,Etobicoke City Centre (159),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,10
19822,19947,2015,D22,159,Etobicoke City Centre (159),Female,25 to 34,Adult,Other Criminal Code Violations,Other,3
19823,19948,2015,D22,159,Etobicoke City Centre (159),Female,25 to 34,Adult,Total Arrests,Total Arrests,21
19824,19949,2015,D22,159,Etobicoke City Centre (159),Female,25 to 34,Adult,Crimes Against Property,Fraud,2
19825,19950,2015,D22,159,Etobicoke City Centre (159),Female,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,4
19826,19875,2015,D22,158,Islington (158),Male,18 to 24,Adult,Criminal Code Traffic,Other,2
19827,19628,2015,D22,018,New Toronto (18),Female,35 to 44,Adult,Crimes Against the Person,Assaults,5
19828,19767,2015,D22,019,Long Branch (19),Male,45 to 54,Adult,Other Criminal Code Violations,Other,5
19829,19876,2015,D22,158,Islington (158),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,2
19830,19629,2015,D22,018,New Toronto (18),Female,35 to 44,Adult,Other Criminal Code Violations,Other,1
19831,19768,2015,D22,019,Long Branch (19),Male,45 to 54,Adult,Criminal Code Traffic,Dangerous Driving,1
19832,19877,2015,D22,158,Islington (158),Male,18 to 24,Adult,Total Arrests,Total Arrests,18
19833,19630,2015,D22,018,New Toronto (18),Female,35 to 44,Adult,Controlled Drugs and Substances Act,Other,1
19834,19769,2015,D22,019,Long Branch (19),Male,45 to 54,Adult,Crimes Against the Person,Assaults,4
19835,19878,2015,D22,158,Islington (158),Male,18 to 24,Adult,Crimes Against Property,Other,6
19836,19631,2015,D22,018,New Toronto (18),Female,35 to 44,Adult,Crimes Against Property,Other,2
19837,19770,2015,D22,019,Long Branch (19),Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,1
19838,19879,2015,D22,158,Islington (158),Male,18 to 24,Adult,Criminal Code Traffic,Fail to Remain,1
19839,19632,2015,D22,018,New Toronto (18),Female,35 to 44,Adult,Crimes Against the Person,Other,1
19840,19771,2015,D22,019,Long Branch (19),Male,45 to 54,Adult,Other Criminal Code Violations,Firearm-Related,1
19841,19880,2015,D22,158,Islington (158),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,1
19842,19633,2015,D22,018,New Toronto (18),Female,35 to 44,Adult,Total Arrests,Total Arrests,10
19843,19772,2015,D22,019,Long Branch (19),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,1
19844,19881,2015,D22,158,Islington (158),Male,18 to 24,Adult,Crimes Against the Person,Assaults,10
19845,19773,2015,D22,019,Long Branch (19),Male,55 to 64,Adult,Crimes Against the Person,Other,1
19846,19882,2015,D22,158,Islington (158),Male,18 to 24,Adult,Crimes Against the Person,Other,3
19847,19634,2015,D22,018,New Toronto (18),Female,45 to 54,Adult,Crimes Against Property,Fraud,1
19848,19883,2015,D22,158,Islington (158),Male,18 to 24,Adult,Criminal Code Traffic,Dangerous Driving,5
19849,19774,2015,D22,019,Long Branch (19),Male,55 to 64,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,2
19850,19884,2015,D22,158,Islington (158),Male,18 to 24,Adult,Other Criminal Code Violations,Other,6
19851,19635,2015,D22,018,New Toronto (18),Female,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
19852,19775,2015,D22,019,Long Branch (19),Male,55 to 64,Adult,Other Criminal Code Violations,Other,1
19853,19885,2015,D22,158,Islington (158),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,5
19854,19636,2015,D22,018,New Toronto (18),Female,45 to 54,Adult,Crimes Against Property,Other,1
19855,19776,2015,D22,019,Long Branch (19),Male,55 to 64,Adult,Total Arrests,Total Arrests,5
19856,19886,2015,D22,158,Islington (158),Male,18 to 24,Adult,Crimes Against the Person,Attempted Murder,1
19857,19637,2015,D22,018,New Toronto (18),Female,45 to 54,Adult,Crimes Against the Person,Assaults,2
19858,19777,2015,D22,019,Long Branch (19),Male,55 to 64,Adult,Controlled Drugs and Substances Act,Other,1
19859,19887,2015,D22,158,Islington (158),Male,25 to 34,Adult,Other Criminal Code Violations,Other,9
19860,19638,2015,D22,018,New Toronto (18),Female,45 to 54,Adult,Total Arrests,Total Arrests,4
19861,19778,2015,D22,019,Long Branch (19),Male,55 to 64,Adult,Crimes Against the Person,Assaults,3
19862,19888,2015,D22,158,Islington (158),Male,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,2
19863,19639,2015,D22,018,New Toronto (18),Female,55 to 64,Adult,Total Arrests,Total Arrests,1
19864,19667,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,1
19865,19889,2015,D22,158,Islington (158),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,2
19866,19640,2015,D22,018,New Toronto (18),Female,55 to 64,Adult,Crimes Against the Person,Assaults,1
19867,19890,2015,D22,158,Islington (158),Male,25 to 34,Adult,Criminal Code Traffic,Fail to Remain,1
19868,19641,2015,D22,018,New Toronto (18),Female,55 to 64,Adult,Other Criminal Code Violations,Other,1
19869,19668,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Crimes Against the Person,Assaults,8
19870,19891,2015,D22,158,Islington (158),Male,25 to 34,Adult,Criminal Code Traffic,Other,1
19871,19779,2015,D22,019,Long Branch (19),Male,65+,Adult,Crimes Against the Person,Assaults,1
19872,19642,2015,D22,018,New Toronto (18),Male,<18,Youth,Total Arrests,Total Arrests,24
19873,19669,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Crimes Against Property,Other,2
19874,19892,2015,D22,158,Islington (158),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,5
19875,19780,2015,D22,019,Long Branch (19),Male,65+,Adult,Total Arrests,Total Arrests,2
19876,19643,2015,D22,018,New Toronto (18),Male,<18,Youth,Controlled Drugs and Substances Act,Other,5
19877,19670,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3
19878,19893,2015,D22,158,Islington (158),Male,25 to 34,Adult,Crimes Against the Person,Robbery,1
19879,19781,2015,D22,019,Long Branch (19),Male,65+,Adult,Crimes Against the Person,Other,1
19880,19644,2015,D22,018,New Toronto (18),Male,<18,Youth,Crimes Against Property,Other,5
19881,19671,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Crimes Against the Person,Other,4
19882,19894,2015,D22,158,Islington (158),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19883,19782,2015,D22,019,Long Branch (19),Male,65+,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
19884,19645,2015,D22,018,New Toronto (18),Male,<18,Youth,Other Criminal Code Violations,Other,11
19885,19895,2015,D22,158,Islington (158),Male,25 to 34,Adult,Crimes Against the Person,Assaults,8
19886,19783,2015,D22,020,Alderwood (20),Female,<18,Youth,Total Arrests,Total Arrests,1
19887,19646,2015,D22,018,New Toronto (18),Male,<18,Youth,Crimes Against the Person,Assaults,5
19888,19672,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Crimes Against Property,Break and Enter,1
19889,19896,2015,D22,158,Islington (158),Male,25 to 34,Adult,Total Arrests,Total Arrests,23
19890,19784,2015,D22,020,Alderwood (20),Female,<18,Youth,Crimes Against Property,Fraud,1
19891,19647,2015,D22,018,New Toronto (18),Male,<18,Youth,Crimes Against the Person,Other,3
19892,19673,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Total Arrests,Total Arrests,18
19893,19897,2015,D22,158,Islington (158),Male,25 to 34,Adult,Crimes Against Property,Other,4
19894,19785,2015,D22,020,Alderwood (20),Female,<18,Youth,Other Criminal Code Violations,Other,1
19895,19648,2015,D22,018,New Toronto (18),Male,<18,Youth,Crimes Against Property,Theft Under $5000,2
19896,19674,2015,D22,018,New Toronto (18),Male,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,3
19897,19898,2015,D22,158,Islington (158),Male,25 to 34,Adult,Crimes Against the Person,Other,2
19898,19786,2015,D22,020,Alderwood (20),Female,18 to 24,Adult,Total Arrests,Total Arrests,3
19899,19649,2015,D22,018,New Toronto (18),Male,<18,Youth,Crimes Against the Person,Robbery,2
19900,19675,2015,D22,018,New Toronto (18),Male,35 to 44,Adult,Other Criminal Code Violations,Other,6
19901,19899,2015,D22,158,Islington (158),Male,35 to 44,Adult,Crimes Against the Person,Other,3
19902,19787,2015,D22,020,Alderwood (20),Female,18 to 24,Adult,Crimes Against the Person,Assaults,3
19903,19650,2015,D22,018,New Toronto (18),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,7
19904,19676,2015,D22,018,New Toronto (18),Male,35 to 44,Adult,Total Arrests,Total Arrests,15
19905,19900,2015,D22,158,Islington (158),Male,35 to 44,Adult,Crimes Against the Person,Assaults,1
19906,19788,2015,D22,020,Alderwood (20),Female,18 to 24,Adult,Crimes Against Property,Other,1
19907,19677,2015,D22,018,New Toronto (18),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,3
